Janelia_ID,Line,CGID,Gene,Flybase_ID,Flybase_Link,Expressed,Eve_Expression,Seq_coord_of_fragment,Fragment_length,Transmembrane_Domain,Signal_Domain,Interpro_Description_GO_Term_Name,Functional_Group,SMART_ID,PFAM_ID,aCC,RP2,Us,Pcc,Els,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R49G07&mode=embryo,GMR49G07,R49G07,CG5393,5-HT2A,FBgn0087012,http://flybase.org/reports/FBgn0087012.htm,"CNS small subset, EVE medial cells",Medial cells,2R:19480663..19484446,3783,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007187~G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007210~serotonin receptor signaling pathway,GO:0007268~chemical synaptic transmission,GO:0007377~germ-band extension,GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway,GO:2000253~positive regulation of feeding behavior,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0045202~synapse,,GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001227~DNA-binding transcription repressor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0046872~metal ion binding,GO:0061629~RNA polymerase II-specific DNA-binding transcription factor binding,GO:0070410~co-SMAD binding,GO:0070411~I-SMAD binding,",TF,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R50B12&mode=embryo,GMR50B12,R50B12,CG14334,Syt12,FBgn0261085,http://flybase.org/reports/FBgn0261085.htm,"CNS small subset, EVE medial cells, Head",Medial cells,3R:13177492..13181463,3971,TMhelix,SignalP-TM,"GO:0014059~regulation of dopamine secretion,GO:0017156~calcium-ion regulated exocytosis,GO:0017158~regulation of calcium ion-dependent exocytosis,GO:0071277~cellular response to calcium ion,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0070382~exocytic vesicle,,GO:0005096~GTPase activator activity,",All three,"SM00239:C2,","PF00168:C2,",no,no,?,no,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R51D04&mode=embryo,GMR51D04,R51D04,CG3385,VGlut1,FBgn0031424,http://flybase.org/reports/FBgn0031424.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,2R:20163625..20166689,3064,TMhelix,,"GO:0006812~monoatomic cation transport,GO:0006814~sodium ion transport,GO:0006820~monoatomic anion transport,GO:0015813~L-glutamate transmembrane transport,GO:0016057~regulation of membrane potential in photoreceptor cell,GO:0030641~regulation of cellular pH,GO:0035249~synaptic transmission, glutamatergic,GO:0050803~regulation of synapse structure or activity,GO:0055085~transmembrane transport,GO:0098700~neurotransmitter loading into synaptic vesicle,GO:1900075~positive regulation of neuromuscular synaptic transmission,,GO:0008021~synaptic vesicle,GO:0016020~membrane,GO:0030672~synaptic vesicle membrane,GO:0031982~vesicle,GO:0060076~excitatory synapse,,GO:0001591~dopamine neurotransmitter receptor activity, coupled via Gi/Go,GO:0004930~G protein-coupled receptor activity,GO:0008227~G protein-coupled amine receptor activity,",TF,,"PF07690:MFS_1,",?,no,?,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R51F01&mode=embryo,GMR51F01,R51F01,CG10076,nvy,FBgn0005636,http://flybase.org/reports/FBgn0005636.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,2L:20315772..20319220,3448,TMhelix,,"GO:0006351~DNA-templated transcription,GO:0007411~axon guidance,GO:0007623~circadian rhythm,GO:0008407~chaeta morphogenesis,GO:0045892~negative regulation of DNA-templated transcription,,GO:0005634~nucleus,GO:0016020~membrane,,GO:0004713~protein tyrosine kinase activity,GO:0004715~non-membrane spanning protein tyrosine kinase activity,GO:0005515~protein binding,GO:0005524~ATP binding,",TFs and Synapse,"SM00549:TAFH,","PF01753:zf-MYND,PF07531:TAFH,PF08788:NHR2,",yes,no,no,yes,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R53F02&mode=embryo,GMR53F02,R53F02,CG32688,5-HT1A,FBgn0004168,http://flybase.org/reports/FBgn0004168.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: gut/internal",Medial cells,X:10154786..10158146,3360,TMhelix,,"GO:0002121~inter-male aggressive behavior,GO:0007186~G protein-coupled receptor signaling pathway,GO:0007187~G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,GO:0007198~adenylate cyclase-inhibiting serotonin receptor signaling pathway,GO:0007208~phospholipase C-activating serotonin receptor signaling pathway,GO:0007210~serotonin receptor signaling pathway,GO:0007268~chemical synaptic transmission,GO:0007615~anesthesia-resistant memory,GO:0008049~male courtship behavior,GO:0045187~regulation of circadian sleep/wake cycle, sleep,GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0030425~dendrite,GO:0045202~synapse,,GO:1902936~phosphatidylinositol bisphosphate binding,",None,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",no,no,yes,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R55G06&mode=embryo,GMR55G06,R55G06,CG33147,Tsp42Ej,FBgn0033132,http://flybase.org/reports/FBgn0033132.htm,"CNS deep layer, CNS small subset, EVE medial cells, Head, Other: gut/internal",Medial cells,2R:14601406..14605179,3773,TMhelix,,"GO:0006897~endocytosis,GO:0071486~cellular response to high light intensity,,GO:0005764~lysosome,GO:0016020~membrane,,GO:0004058~aromatic-L-amino-acid decarboxylase activity,GO:0016831~carboxy-lyase activity,GO:0030170~pyridoxal phosphate binding,GO:0036467~5-hydroxy-L-tryptophan decarboxylase activity,GO:0036468~L-dopa decarboxylase activity,",TFs and Axon Guidance,,"PF00335:Tetraspanin,",yes,no,yes,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R55G12&mode=embryo,GMR55G12,R55G12,CG5226,dpr18,FBgn0030723,http://flybase.org/reports/FBgn0030723.htm,"CNS small subset, EVE medial cells, Head",Medial cells,2R:14394361..14398228,3867,TMhelix,,"GO:0007606~sensory perception of chemical stimulus,GO:0050808~synapse organization,,GO:0005886~plasma membrane,GO:0032589~neuron projection membrane,,GO:0030159~signaling receptor complex adaptor activity,",Synapse,"SM00409:IG,","PF00047:ig,",?,no,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R64D02&mode=embryo,GMR64D02,R64D02,CG17870,TkR99D,FBgn0004622,http://flybase.org/reports/FBgn0004622.htm,"CNS deep layer, CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,2R:5988621..5991805,3184,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007217~tachykinin receptor signaling pathway,GO:0007218~neuropeptide signaling pathway,GO:0042048~olfactory behavior,GO:0050805~negative regulation of synaptic transmission,GO:0050911~detection of chemical stimulus involved in sensory perception of smell,GO:1902093~positive regulation of flagellated sperm motility,GO:1904058~positive regulation of sensory perception of pain,,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0097225~sperm midpiece,,GO:0004930~G protein-coupled receptor activity,GO:0004983~neuropeptide Y receptor activity,GO:0008188~neuropeptide receptor activity,GO:0042071~leucokinin receptor activity,",TF,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",yes,no,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R74B04&mode=embryo,GMR74B04,R74B04,CG8007,Octα2R,FBgn0038653,http://flybase.org/reports/FBgn0038653.htm,"CNS small subset, EVE medial cells, Head",Medial cells,3R:4446138..4448024,1886,TMhelix,,"GO:0007186~G protein-coupled receptor signaling pathway,GO:0007193~adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,GO:0043410~positive regulation of MAPK cascade,GO:0071880~adenylate cyclase-activating adrenergic receptor signaling pathway,,GO:0005886~plasma membrane,GO:0016020~membrane,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0140297~DNA-binding transcription factor binding,",None,"SM01381:7TM_GPCR_Srsx,","PF00001:7tm_1,",?,?,?,?,? ,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R10G07&mode=embryo,GMR10G07,R10G07,CG8667,dimm,FBgn0023091,http://flybase.org/reports/FBgn0023091.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall, Poor stain",Medial cells,2L:21319716..21322624,2908,,,"GO:0002793~positive regulation of peptide secretion,GO:0006355~regulation of DNA-templated transcription,GO:0007419~ventral cord development,GO:0007423~sensory organ development,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0046887~positive regulation of hormone secretion,GO:0048663~neuron fate commitment,GO:0061101~neuroendocrine cell differentiation,GO:0061564~axon development,,GO:0005634~nucleus,GO:0005737~cytoplasm,,GO:0004383~guanylate cyclase activity,GO:0005525~GTP binding,GO:0020037~heme binding,",Synapse,"SM00353:HLH,","PF00010:HLH,",?,?,?,?,?,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R11H11&mode=embryo,GMR11H11,R11H11,CG1470,Gycβ100B,FBgn0013973,http://flybase.org/reports/FBgn0013973.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall, Other: gut/internal",Medial cells,3R:26979102..26979775,673,,,"GO:0006182~cGMP biosynthetic process,GO:0019934~cGMP-mediated signaling,GO:0035556~intracellular signal transduction,GO:0070482~response to oxygen levels,,GO:0008074~guanylate cyclase complex, soluble,,GO:0005267~potassium channel activity,GO:0015271~outward rectifier potassium channel activity,GO:0022841~potassium ion leak channel activity,GO:0042803~protein homodimerization activity,",TF,"SM00044:CYCc,","PF00211:Guanylate_cyc,PF07700:HNOB,PF07701:HNOBA,",no,?,no,?,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R12B12&mode=embryo,GMR12B12,R12B12,CG32498,Pde4,FBgn0000479,http://flybase.org/reports/FBgn0000479.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall",Medial cells,X:3070611..3072337,1726,,,"GO:0001661~conditioned taste aversion,GO:0006198~cAMP catabolic process,GO:0007165~signal transduction,GO:0007268~chemical synaptic transmission,GO:0007612~learning,GO:0007613~memory,GO:0007614~short-term memory,GO:0007615~anesthesia-resistant memory,GO:0007617~mating behavior,GO:0007619~courtship behavior,GO:0007623~circadian rhythm,GO:0008306~associative learning,GO:0008355~olfactory learning,GO:0009966~regulation of signal transduction,GO:0010738~regulation of protein kinase A signaling,GO:0019933~cAMP-mediated signaling,GO:0040040~thermosensory behavior,GO:0046958~nonassociative learning,GO:0048149~behavioral response to ethanol,GO:0048675~axon extension,GO:0072375~medium-term memory,GO:0106072~negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,,GO:0005634~nucleus,GO:0005829~cytosol,GO:0045202~synapse,GO:0048471~perinuclear region of cytoplasm,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0003700~DNA-binding transcription factor activity,GO:0046872~metal ion binding,",TF,,"PF00233:PDEase_I,PF18100:PDE4_UCR,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R12G09&mode=embryo,GMR12G09,R12G09,CG17998,Gprk2,FBgn0261988,http://flybase.org/reports/FBgn0261988.htm,"CNS small subset, EVE medial cells, Head",Medial cells,3R:27269196..27272269,3073,,,"GO:0003384~apical constriction involved in gastrulation,GO:0006468~protein phosphorylation,GO:0006963~positive regulation of antibacterial peptide biosynthetic process,GO:0007165~signal transduction,GO:0007476~imaginal disc-derived wing morphogenesis,GO:0009966~regulation of signal transduction,GO:0010739~positive regulation of protein kinase A signaling,GO:0016310~phosphorylation,GO:0045752~positive regulation of Toll signaling pathway,GO:0045879~negative regulation of smoothened signaling pathway,GO:0045880~positive regulation of smoothened signaling pathway,GO:0048260~positive regulation of receptor-mediated endocytosis,GO:0048601~oocyte morphogenesis,GO:0050830~defense response to Gram-positive bacterium,,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0009898~cytoplasmic side of plasma membrane,,GO:0003677~DNA binding,GO:0005515~protein binding,",Synapse,"SM00133:S_TK_X,SM00315:RGS,","PF00069:Pkinase,",?,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R14A12&mode=embryo,GMR14A12,R14A12,CG6993,ss,FBgn0003513,http://flybase.org/reports/FBgn0003513.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: gut/internal",Medial cells,3R:12204265..12205465,1200,,,"GO:0000122~negative regulation of transcription by RNA polymerase II,GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0006805~xenobiotic metabolic process,GO:0007469~antennal development,GO:0007613~memory,GO:0008049~male courtship behavior,GO:0009410~response to xenobiotic stimulus,GO:0010092~specification of animal organ identity,GO:0036011~imaginal disc-derived leg segmentation,GO:0045466~R7 cell differentiation,GO:0045676~regulation of R7 cell differentiation,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0048511~rhythmic process,GO:0048800~antennal morphogenesis,GO:0048814~regulation of dendrite morphogenesis,,GO:0005634~nucleus,GO:0005829~cytosol,GO:0034751~aryl hydrocarbon receptor complex,,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001222~transcription corepressor binding,GO:0001227~DNA-binding transcription repressor activity, RNA polymerase II-specific,GO:0003677~DNA binding,GO:0005515~protein binding,GO:0046983~protein dimerization activity,GO:0070888~E-box binding,",None,"SM00086:PAC,SM00091:PAS,SM00353:HLH,","PF00989:PAS,PF08447:PAS_3,",no,no,no,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R14E06&mode=embryo,GMR14E06,R14E06,CG7951,sima,FBgn0266411,http://flybase.org/reports/FBgn0266411.htm,"CNS small subset, EVE medial cells, Midline, Other: bodywall",Medial cells,3R:25897107..25899609,2502,,,"GO:0006355~regulation of DNA-templated transcription,GO:0006357~regulation of transcription by RNA polymerase II,GO:0008286~insulin receptor signaling pathway,GO:0010508~positive regulation of autophagy,GO:0010628~positive regulation of gene expression,GO:0030308~negative regulation of cell growth,GO:0030334~regulation of cell migration,GO:0032869~cellular response to insulin stimulus,GO:0045088~regulation of innate immune response,GO:0045821~positive regulation of glycolytic process,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0048477~oogenesis,GO:0060438~trachea development,GO:0071456~cellular response to hypoxia,,GO:0005634~nucleus,GO:0005829~cytosol,GO:0090575~RNA polymerase II transcription regulator complex,,GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0003700~DNA-binding transcription factor activity,GO:0043565~sequence-specific DNA binding,GO:0046982~protein heterodimerization activity,GO:0046983~protein dimerization activity,",All three,"SM00086:PAC,SM00091:PAS,SM00353:HLH,","PF00989:PAS,PF08447:PAS_3,PF13426:PAS_9,",yes,no,no,yes,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R15B10&mode=embryo,GMR15B10,R15B10,CG3827,sc,FBgn0004170,http://flybase.org/reports/FBgn0004170.htm,"CNS small subset, EVE medial cells, Head, Midline, Other: bodywall",Medial cells,X:266123..269675,3552,,,"GO:0006355~regulation of DNA-templated transcription,GO:0007346~regulation of mitotic cell cycle,GO:0007399~nervous system development,GO:0007400~neuroblast fate determination,GO:0007417~central nervous system development,GO:0007419~ventral cord development,GO:0007422~peripheral nervous system development,GO:0007423~sensory organ development,GO:0007530~sex determination,GO:0007540~sex determination, establishment of X:A ratio,GO:0008407~chaeta morphogenesis,GO:0022416~chaeta development,GO:0035883~enteroendocrine cell differentiation,GO:0043066~negative regulation of apoptotic process,GO:0045944~positive regulation of transcription by RNA polymerase II,GO:0061382~Malpighian tubule tip cell differentiation,,GO:0005667~transcription regulator complex,GO:0090575~RNA polymerase II transcription regulator complex,,GO:0000149~SNARE binding,GO:0001786~phosphatidylserine binding,GO:0005509~calcium ion binding,GO:0005544~calcium-dependent phospholipid binding,GO:0030276~clathrin binding,",TFs and Axon Guidance,"SM00353:HLH,","PF00010:HLH,",no,no,?,no,no,
,https://flweb.janelia.org/cgi-bin/view_flew_imagery.cgi?line=R15H09&mode=embryo,GMR15H09,R15H09,CG8261,Gγ1,FBgn0004921,http://flybase.org/reports/FBgn0004921.htm,"CNS small subset, EVE medial cells, Head, Other: bodywall, Other: gut/internal",Medial cells,2R:4788915..4789731,816,,,"GO:0003015~heart process,GO:0003380~establishment or maintenance of cytoskeleton polarity involved in gastrulation,GO:0007186~G protein-coupled receptor signaling pathway,GO:0007391~dorsal closure,GO:0007637~proboscis extension reflex,GO:0010470~regulation of gastrulation,GO:0035050~embryonic heart tube development,GO:0043519~regulation of myosin II filament organization,GO:0045176~apical protein localization,GO:0048383~mesectoderm development,GO:0055059~asymmetric neuroblast division,GO:0060027~convergent extension involved in gastrulation,GO:0061343~cell adhesion involved in heart morphogenesis,,GO:0005834~heterotrimeric G-protein complex,,GO:0000977~RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific,GO:0001228~DNA-binding transcription activator activity, RNA polymerase II-specific,GO:0003700~DNA-binding transcription factor activity,GO:0042803~protein homodimerization activity,GO:0043565~sequence-specific DNA binding,GO:0046982~protein heterodimerization activity,GO:0046983~protein dimerization activity,GO:0140297~DNA-binding transcription factor binding,",TF,"SM00224:GGL,SM01224:G_gamma,","PF00631:G-gamma,",no,no,no,no,no,
